,index,measurement_tstamp,travel_time_all,speed_all,travel_time_pass,speed_pass,travel_time_truck,speed_truck,year,month,day,hour,weekday,dow,peaking,tmc,road,direction,start_latitude,start_longitude,end_latitude,end_longitude,tmc_length,road_order,f_system,faciltype,thrulanes,route_numb,route_sign,aadt,aadt_singl,aadt_combi,nhs,isprimary,active_start_date,active_end_date,dir_num,urban_rural,state,county,COUNTY_ID,repcty,PCT_TYPE10,PCT_TYPE25,PCT_TYPE40,PCT_TYPE50,PCT_TYPE60,PCT_NOISE_AUTO,PCT_NOISE_MED_TRUCK,PCT_NOISE_HVY_TRUCK,PCT_NOISE_BUS,PCT_NOISE_MC,tier,VOLUME_MODIFIER,tier_volume,dayid,monthid,hourid,roadtypeid,avgspeedbinid,avgspeedbinid_pass,avgspeedbinid_truck,monthid3,VMT,MAADT,10_100,10_110,10_2,10_3,10_5,10_6,10_87,10_90,10_98,25_100,25_110,25_2,25_3,25_5,25_6,25_87,25_90,25_98,40_100,40_110,40_2,40_3,40_5,40_6,40_87,40_90,40_98,50_100,50_110,50_2,50_3,50_5,50_6,50_87,50_90,50_98,60_100,60_110,60_2,60_3,60_5,60_6,60_87,60_90,60_98
63,63,2020-01-03 15:00:00,78.41,34.32929,78.41,34.32929,86.83,31.000341,2020,1,3,15,5,WD,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,3.2927146e-05,0.06618774,0.00011341572,0.00086708146,0.00057544105,0.06618774,0.0006308423,0.0008116803,0.00011341572,3.2927146e-05,1.0,1.363566157606262,1,5,1,16,4.0,8.0,8.0,7.0,120102.0,6333.911246096397,124985.15578926879,0.020197663300981,0.0129185536061413,4.716400146484374,0.2198993364969889,0.0087147665520509,0.0008247966567674,0.4000020616028147,115.65499877929688,116.09369584048788,0.0164681546332151,0.0045397383652659,0.6981187598040549,0.0676945874338975,0.0011737199901656,0.0006348106883374,0.0191758546949754,123.2979483849482,123.51938781812628,0.1787106122443424,0.1020423349872793,0.9356229367171262,1.996425788351412,0.0280366693368112,0.0011827235440204,0.1615658962683298,537.6866109583452,538.6420253130646,0.1369420574985388,0.0768375034533987,1.88202932011455,1.2969854112063643,0.0138338622441642,0.0016591435305022,0.1884181514785859,418.1619208790116,418.9667664805947,0.1838177825824048,0.091153760350435,0.4224245784006564,1.509897959149205,0.0173654372017747,0.0009201581064086,0.0759682284324213,669.863283791669,670.513206985893
64,64,2020-01-03 16:00:00,105.73,25.458807,105.73,25.458807,99.25,27.121004,2020,1,3,16,5,WD,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,3.8153677e-05,0.060695704,0.00013641246,0.0006020964,0.00041759983,0.060695704,0.00045209492,0.00056760124,0.00013641246,3.8153677e-05,1.0,1.363566157606262,1,5,1,17,4.0,6.0,6.0,6.0,120102.0,5783.789402825182,124985.15578926879,0.0179885999920467,0.0076225335360503,4.448366800944011,0.1712009906768798,0.0102917999029159,0.001154713332653,0.5063412113619657,112.91933186848958,113.49342079957326,0.0230231631894342,0.0046820038341659,0.6001634508012672,0.0595992786802101,0.0009908319497539,0.0008887365286233,0.022550343911653,134.2490644389558,134.54538023377387,0.2009847521256938,0.1100062611140832,0.9951744786422112,2.0618345576156654,0.0313812774883721,0.0014192688095238,0.1851952627614025,550.8152236397417,551.9142037979499,0.1546071696709222,0.0837364430107043,1.8542794467168868,1.3588931047821589,0.016026739531765,0.0019909748076535,0.2151349760543058,432.1085095846456,433.0622733051853,0.2179823112383433,0.0995919517241978,0.4632257043533545,1.5605169450964729,0.02056061553446,0.0011041910356126,0.0880212332312703,679.8871151623786,680.6611873096422
65,65,2020-01-03 17:00:00,96.11,28.00707,96.11,28.00707,107.67,25.00009,2020,1,3,17,5,WD,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,2.6655307e-05,0.06065807,0.00015000143,0.00041237328,0.00028275533,0.06065807,0.00032822613,0.00036690247,0.00015000143,2.6655307e-05,1.0,1.363566157606262,1,5,1,18,4.0,7.0,7.0,6.0,120102.0,5750.136225274741,124985.15578926879,0.0187086099758744,0.0103746597499896,4.429666519165038,0.1903856595357259,0.0092518000553051,0.0009622600240012,0.4399328486373026,110.49566650390624,110.98825491250804,0.0193189740352228,0.0045237703747998,0.6048617351775447,0.0614965122338287,0.0010099853063658,0.0007406132422403,0.0201162667061031,125.42019072512149,125.67099052164968,0.200999142310857,0.1100189905246552,0.9951740814627188,2.0618345576156654,0.0313812498052839,0.0014192688095238,0.1851920234438368,550.8152236397417,551.9142032166051,0.1548048072069723,0.0839112935661643,1.854276440153922,1.3588931061603946,0.0160267298106618,0.0019909748076535,0.2151088605849781,432.1085095846456,433.0622731010421,0.2179823112383433,0.0995919517241978,0.4632257043533545,1.5605169450964729,0.02056061553446,0.0011041910356126,0.0880211969769699,679.8871151623786,680.6611873096422
66,66,2020-01-03 18:00:00,43.63,61.695156,43.63,61.695156,43.42,61.99354,2020,1,3,18,5,WD,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,2.195143e-05,0.06287307,0.00015993185,0.00037631023,0.0002707343,0.06287307,0.00031515982,0.00033188472,0.00015993185,2.195143e-05,1.0,1.363566157606262,1,5,1,19,4.0,13.0,13.0,13.0,120102.0,5953.128950391235,124985.15578926879,0.0175178494925299,0.0139847451549333,5.17899990081787,0.2717339992523193,0.0071976998200019,0.0004811300120006,0.292264921280245,127.30233764648438,127.6026396464246,0.0081348110564364,0.0039399204974827,0.7662817704077733,0.0768022299563946,0.0013249386452506,0.0003703065165859,0.0152835741512477,112.68363245697064,112.82625118866255,0.0749880059748836,0.0548043452417911,0.601000799465102,1.5586610680138575,0.0139036351618109,0.0005913616075547,0.100771210015148,403.62063475332326,404.0959331900633,0.0714193605469924,0.051666499558948,1.2564342189360518,0.8981620402673204,0.0078483666138611,0.0008295730901105,0.0999196661213803,290.71849823024013,291.14048158706544,0.061057018568289,0.0422168116909115,0.2880738835032013,1.1794027147622108,0.0096224833356598,0.0004600784630212,0.0487704590542383,515.6701941579278,516.0148906315131
67,67,2020-01-03 19:00:00,39.46,68.21489,39.46,68.21489,42.73,62.99461,2020,1,3,19,5,WD,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,1.4111633e-05,0.05450331,9.721347e-05,0.00033815656,0.00026707572,0.05450331,0.00029164043,0.00031359185,9.721347e-05,1.4111633e-05,1.0,1.363566157606262,1,5,1,20,4.0,15.0,15.0,14.0,120102.0,5160.450157118666,124985.15578926879,0.0156764803299058,0.0128548172942827,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715529262010629,134.18733723958334,134.4604554020334,0.0065325852453554,0.0036992151917403,0.8688920091673022,0.0906800980659034,0.0016697542747434,0.0003174059451608,0.0163585543726961,118.30269655957908,118.43615724234856,0.070674790805822,0.0531336350784479,0.5891038879101262,1.6522944136420576,0.0132397903889271,0.0005458714962502,0.0945862145085622,429.1290290668781,429.5762848288831,0.0660230093867571,0.0484283118370313,1.2599199194646675,0.910428088986372,0.0072731023408172,0.0007657595098515,0.09332482935131,292.3571397323429,292.747260329554,0.0595011658573781,0.0425497870474008,0.2773261142629774,1.2454283880215171,0.0088404392506578,0.0004246888201484,0.0458950669206819,548.1225769507874,548.4398797092972
68,68,2020-01-03 20:00:00,39.07,68.89582,38.93,69.14358,46.82,57.49166,2020,1,3,20,5,WD,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,4.703878e-06,0.04231713,8.310184e-05,0.0002754382,0.00021742369,0.04231713,0.00021794633,0.00027491554,8.310184e-05,4.703878e-06,1.0,1.363566157606262,1,5,1,21,4.0,15.0,15.0,12.0,120102.0,4008.9179780029826,124985.15578926879,0.0156764803299058,0.0128548172942827,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715529262010629,134.18733723958334,134.4604554020334,0.0065325852453554,0.0036992151917403,0.8688920091673022,0.0906800980659034,0.0016697542747434,0.0003174059451608,0.0163585543726961,118.30269655957908,118.43615724234856,0.0823117429938782,0.059261586313652,0.643908269302803,1.5697151909356035,0.0152661578901334,0.0006451231250746,0.1079239748844941,411.02417029464544,411.5447477791114,0.0778950792992123,0.0561292908343884,1.3682355300172482,0.9547928936257456,0.0085373049086522,0.0009049902922017,0.109571915178821,310.0340671046377,310.4938974983019,0.07098683189606,0.0464148419642595,0.3010657309285302,1.180913570599334,0.0104851601481163,0.0005019058177839,0.0518173626883347,511.8145754665056,512.1903546331291
69,69,2020-01-03 21:00:00,39.15,68.755035,39.15,68.755035,,,2020,1,3,21,5,WD,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,5.226531e-06,0.034278724,6.899021e-05,0.00016724899,0.00023362593,0.034278724,0.00013693511,0.00026393982,6.899021e-05,5.226531e-06,1.0,1.363566157606262,1,5,1,22,4.0,15.0,15.0,15.0,120102.0,3247.8404326625578,124985.15578926879,0.0169623797604192,0.01399231730223,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715418696122166,134.18733723958334,134.4604554020334,0.0068993222183094,0.0040236317831247,0.8688902500536123,0.0906800980699134,0.0016697527406402,0.0003174059451608,0.0163523101137319,118.30269655957908,118.43615721013238,0.0668756963330431,0.0516674862278103,0.5793336359072122,1.7410969634346618,0.0126705647604304,0.0005068828591202,0.0893058136276864,453.4005769226872,453.8237924689836,0.0624731805155987,0.0466628605484561,1.2724331788236338,0.9244190693253548,0.0067764976257513,0.0007110638049662,0.0877834740345192,294.8758847616033,295.2386209912836,0.0579212236553675,0.042647081944163,0.2678995115854891,1.302386347718581,0.0081702563605492,0.0003943549562767,0.0434646538590452,575.9307220758517,576.2245474958689
70,70,2020-01-03 22:00:00,38.26,70.35441,38.09,70.6684,41.84,64.334595,2020,1,3,22,5,WD,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,6.79449e-06,0.030511443,7.683e-05,0.00021690103,0.0002540094,0.030511443,0.00016411307,0.00030679736,7.683e-05,6.79449e-06,1.0,1.363566157606262,1,5,1,23,4.0,15.0,15.0,14.0,120102.0,2903.201898913892,124985.15578926879,0.0169623797604192,0.01399231730223,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715418696122166,134.18733723958334,134.4604554020334,0.0068993222183094,0.0040236317831247,0.8688902500536123,0.0906800980699134,0.0016697527406402,0.0003174059451608,0.0163523101137319,118.30269655957908,118.43615721013238,0.0707388527965963,0.0531903039171644,0.5891038929575582,1.6522955022153196,0.0132397903938562,0.0005458714962502,0.0945858688830784,429.1290290668781,429.5762848289866,0.0670540167967553,0.0493403580681716,1.2599203570157436,0.9104280875214108,0.007273102804045,0.0007657598159551,0.0933224650393826,292.3571397323429,292.7472604341739,0.0595011658573781,0.0425497870474008,0.2773261164663114,1.2454283901747754,0.0088404392506578,0.0004246888201484,0.0458950623476264,548.1225769507874,548.4398797092972
71,71,2020-01-03 23:00:00,38.09,70.6684,38.04,70.76129,40.78,66.00686,2020,1,3,23,5,WD,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,4.1812245e-06,0.021648291,5.069735e-05,0.00017979267,0.0002628945,0.021648291,0.00012334612,0.00031934105,5.069735e-05,4.1812245e-06,1.0,1.363566157606262,1,5,1,24,4.0,15.0,15.0,14.0,120102.0,2069.5917400012804,124985.15578926879,0.0169623797604192,0.01399231730223,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715418696122166,134.18733723958334,134.4604554020334,0.0068993222183094,0.0040236317831247,0.8688902500536123,0.0906800980699134,0.0016697527406402,0.0003174059451608,0.0163523101137319,118.30269655957908,118.43615721013238,0.0707388527965963,0.0531903039171644,0.5891038929575582,1.6522955022153196,0.0132397903938562,0.0005458714962502,0.0945858688830784,429.1290290668781,429.5762848289866,0.0670540167967553,0.0493403580681716,1.2599203570157436,0.9104280875214108,0.007273102804045,0.0007657598159551,0.0933224650393826,292.3571397323429,292.7472604341739,0.0595011658573781,0.0425497870474008,0.2773261164663114,1.2454283901747754,0.0088404392506578,0.0004246888201484,0.0458950623476264,548.1225769507874,548.4398797092972
72,72,2020-01-04 00:00:00,39.24,68.597336,38.46,69.98855,41.5,64.86168,2020,1,4,0,6,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,1.4416417e-05,0.022877542,4.5870416e-05,0.00018610284,0.00015202767,0.022877542,0.00014285359,0.00019527692,4.5870416e-05,1.4416417e-05,1.0,1.0875810646120752,1,2,1,1,4.0,15.0,15.0,14.0,120102.0,1734.9429678680785,99688.22417287511,0.0169623797604192,0.01399231730223,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715418696122166,134.18733723958334,134.4604554020334,0.0068993222183094,0.0040236317831247,0.8688902500536123,0.0906800980699134,0.0016697527406402,0.0003174059451608,0.0163523101137319,118.30269655957908,118.43615721013238,0.0707388527965963,0.0531903039171644,0.5891038929575582,1.6522955022153196,0.0132397903938562,0.0005458714962502,0.0945858688830784,429.1290290668781,429.5762848289866,0.0670540167967553,0.0493403580681716,1.2599203570157436,0.9104280875214108,0.007273102804045,0.0007657598159551,0.0933224650393826,292.3571397323429,292.7472604341739,0.0595011658573781,0.0425497870474008,0.2773261164663114,1.2454283901747754,0.0088404392506578,0.0004246888201484,0.0458950623476264,548.1225769507874,548.4398797092972
73,73,2020-01-04 01:00:00,39.94,67.39508,39.67,67.85378,42.73,62.99461,2020,1,4,1,6,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,1.3105833e-05,0.017285284,2.8832834e-05,0.00018610284,0.00018348166,0.017285284,0.00015595942,0.00021362508,2.8832834e-05,1.3105833e-05,1.0,1.0875810646120752,1,2,1,2,4.0,14.0,15.0,14.0,120102.0,1319.0842947956353,99688.22417287511,0.0169623797604192,0.01399231730223,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715418696122166,134.18733723958334,134.4604554020334,0.0068993222183094,0.0040236317831247,0.8688902500536123,0.0906800980699134,0.0016697527406402,0.0003174059451608,0.0163523101137319,118.30269655957908,118.43615721013238,0.0707388527965963,0.0531903039171644,0.5891038929575582,1.6522955022153196,0.0132397903938562,0.0005458714962502,0.0945858688830784,429.1290290668781,429.5762848289866,0.0670540167967553,0.0493403580681716,1.2599203570157436,0.9104280875214108,0.007273102804045,0.0007657598159551,0.0933224650393826,292.3571397323429,292.7472604341739,0.0595011658573781,0.0425497870474008,0.2773261164663114,1.2454283901747754,0.0088404392506578,0.0004246888201484,0.0458950623476264,548.1225769507874,548.4398797092972
74,74,2020-01-04 02:00:00,40.59,66.315834,40.99,65.66869,41.21,65.318115,2020,1,4,2,6,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,9.174083e-06,0.013430858,3.0143417e-05,0.0002686696,0.0001651335,0.013430858,0.00023197326,0.00020182984,3.0143417e-05,9.174083e-06,1.0,1.0875810646120752,1,2,1,3,4.0,14.0,14.0,14.0,120102.0,1036.3745531578404,99688.22417287511,0.0177959831198677,0.0145027926773763,5.325666745503743,0.2818646629651387,0.0070652663707733,0.0004441199901824,0.2816129740094766,131.47266642252603,131.7587142132688,0.0075065839800327,0.0040660316471327,0.7766650108313048,0.0815785016421773,0.0014168487929964,0.000341821286448,0.0152996254709035,114.25750365648145,114.39322207993324,0.0707388527965963,0.0531903039171644,0.5891038929575582,1.6522955022153196,0.0132397903938562,0.0005458714962502,0.0945858688830784,429.1290290668781,429.5762848289866,0.0670540167967553,0.0493403580681716,1.2599203570157436,0.9104280875214108,0.007273102804045,0.0007657598159551,0.0933224650393826,292.3571397323429,292.7472604341739,0.0595011658573781,0.0425497870474008,0.2773261164663114,1.2454283901747754,0.0088404392506578,0.0004246888201484,0.0458950623476264,548.1225769507874,548.4398797092972
75,75,2020-01-04 03:00:00,39.87,67.513405,39.25,68.579865,41.24,65.2706,2020,1,4,3,6,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,2.6211667e-06,0.008685236,3.6696332e-05,0.000204451,0.00019003458,0.008685236,0.00018741342,0.00020707217,3.6696332e-05,2.6211667e-06,1.0,1.0875810646120752,1,2,1,4,4.0,15.0,15.0,14.0,120102.0,679.7147259455392,99688.22417287511,0.0169623797604192,0.01399231730223,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715418696122166,134.18733723958334,134.4604554020334,0.0068993222183094,0.0040236317831247,0.8688902500536123,0.0906800980699134,0.0016697527406402,0.0003174059451608,0.0163523101137319,118.30269655957908,118.43615721013238,0.0707388527965963,0.0531903039171644,0.5891038929575582,1.6522955022153196,0.0132397903938562,0.0005458714962502,0.0945858688830784,429.1290290668781,429.5762848289866,0.0670540167967553,0.0493403580681716,1.2599203570157436,0.9104280875214108,0.007273102804045,0.0007657598159551,0.0933224650393826,292.3571397323429,292.7472604341739,0.0595011658573781,0.0425497870474008,0.2773261164663114,1.2454283901747754,0.0088404392506578,0.0004246888201484,0.0458950623476264,548.1225769507874,548.4398797092972
76,76,2020-01-04 04:00:00,40.78,66.00686,40.87,65.8615,41.41,65.00265,2020,1,4,4,6,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,2.6211667e-06,0.0074192123,2.35905e-05,0.00016382292,0.00027915425,0.0074192123,0.00012450542,0.00031847175,2.35905e-05,2.6211667e-06,1.0,1.0875810646120752,1,2,1,5,4.0,14.0,14.0,14.0,120102.0,587.985486842473,99688.22417287511,0.0177959831198677,0.0145027926773763,5.325666745503743,0.2818646629651387,0.0070652663707733,0.0004441199901824,0.2816129740094766,131.47266642252603,131.7587142132688,0.0075065839800327,0.0040660316471327,0.7766650108313048,0.0815785016421773,0.0014168487929964,0.000341821286448,0.0152996254709035,114.25750365648145,114.39322207993324,0.0707388527965963,0.0531903039171644,0.5891038929575582,1.6522955022153196,0.0132397903938562,0.0005458714962502,0.0945858688830784,429.1290290668781,429.5762848289866,0.0670540167967553,0.0493403580681716,1.2599203570157436,0.9104280875214108,0.007273102804045,0.0007657598159551,0.0933224650393826,292.3571397323429,292.7472604341739,0.0595011658573781,0.0425497870474008,0.2773261164663114,1.2454283901747754,0.0088404392506578,0.0004246888201484,0.0458950623476264,548.1225769507874,548.4398797092972
77,77,2020-01-04 05:00:00,39.33,68.44037,38.49,69.934,42.32,63.604904,2020,1,4,5,6,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,3.93175e-06,0.012972154,6.683975e-05,0.00021493567,0.00039579617,0.012972154,0.00015989116,0.0004508407,6.683975e-05,3.93175e-06,1.0,1.0875810646120752,1,2,1,6,4.0,15.0,15.0,14.0,120102.0,1017.7160703550271,99688.22417287511,0.0169623797604192,0.01399231730223,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715418696122166,134.18733723958334,134.4604554020334,0.0068993222183094,0.0040236317831247,0.8688902500536123,0.0906800980699134,0.0016697527406402,0.0003174059451608,0.0163523101137319,118.30269655957908,118.43615721013238,0.0707388527965963,0.0531903039171644,0.5891038929575582,1.6522955022153196,0.0132397903938562,0.0005458714962502,0.0945858688830784,429.1290290668781,429.5762848289866,0.0670540167967553,0.0493403580681716,1.2599203570157436,0.9104280875214108,0.007273102804045,0.0007657598159551,0.0933224650393826,292.3571397323429,292.7472604341739,0.0595011658573781,0.0425497870474008,0.2773261164663114,1.2454283901747754,0.0088404392506578,0.0004246888201484,0.0458950623476264,548.1225769507874,548.4398797092972
78,78,2020-01-04 06:00:00,40.86,65.877625,40.75,66.05545,45.62,59.003937,2020,1,4,6,6,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,7.8635e-06,0.0221541,0.000125816,0.00044428775,0.00042331842,0.0221541,0.0003473046,0.0005203016,0.000125816,7.8635e-06,1.0,1.0875810646120752,1,2,1,7,4.0,14.0,14.0,13.0,120102.0,1725.9557187039507,99688.22417287511,0.0177959831198677,0.0145027926773763,5.325666745503743,0.2818646629651387,0.0070652663707733,0.0004441199901824,0.2816129740094766,131.47266642252603,131.7587142132688,0.0075065839800327,0.0040660316471327,0.7766650108313048,0.0815785016421773,0.0014168487929964,0.000341821286448,0.0152996254709035,114.25750365648145,114.39322207993324,0.0750493228423352,0.0548585850338552,0.6010009519972308,1.5586626911603878,0.0139036351680225,0.0005913616075547,0.1007707881517224,403.62063475332326,404.0959331901937,0.072514789787485,0.0526355378265511,1.2564346356513625,0.8981620402673204,0.0078483666246626,0.0008295730901105,0.0999170237391228,290.71849823024013,291.1404815872923,0.061057018568289,0.0422168116909115,0.2880741014329577,1.1794027147622108,0.0096224833356598,0.0004600784630212,0.0487704561762751,515.6701941579278,516.0148906315131
79,79,2020-01-04 07:00:00,39.64,67.905136,39.5,68.14581,41.01,65.636665,2020,1,4,7,6,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,1.179525e-05,0.033064708,9.829375e-05,0.0005373392,0.00043511367,0.033064708,0.00039841735,0.0005740355,9.829375e-05,1.179525e-05,1.0,1.0875810646120752,1,2,1,8,4.0,15.0,15.0,14.0,120102.0,2545.2672122711224,99688.22417287511,0.0169623797604192,0.01399231730223,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715418696122166,134.18733723958334,134.4604554020334,0.0068993222183094,0.0040236317831247,0.8688902500536123,0.0906800980699134,0.0016697527406402,0.0003174059451608,0.0163523101137319,118.30269655957908,118.43615721013238,0.0707388527965963,0.0531903039171644,0.5891038929575582,1.6522955022153196,0.0132397903938562,0.0005458714962502,0.0945858688830784,429.1290290668781,429.5762848289866,0.0670540167967553,0.0493403580681716,1.2599203570157436,0.9104280875214108,0.007273102804045,0.0007657598159551,0.0933224650393826,292.3571397323429,292.7472604341739,0.0595011658573781,0.0425497870474008,0.2773261164663114,1.2454283901747754,0.0088404392506578,0.0004246888201484,0.0458950623476264,548.1225769507874,548.4398797092972
80,80,2020-01-04 08:00:00,38.77,69.42893,38.72,69.518585,40.78,66.00686,2020,1,4,8,6,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,1.7037584e-05,0.038022645,8.911967e-05,0.00051243807,0.0005150593,0.038022645,0.00037482684,0.0006526705,8.911967e-05,1.7037584e-05,1.0,1.0875810646120752,1,2,1,9,4.0,15.0,15.0,14.0,120102.0,2918.631518938033,99688.22417287511,0.0184698793261001,0.0153258843056391,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715323082738905,134.18733723958334,134.4604554020334,0.007329271077095,0.0044039768353756,0.8688920091673022,0.090680099196875,0.0016697542710943,0.0003174059451608,0.0163470026099549,118.30271288001,118.43617356270283,0.0708139412473276,0.0532566468954719,0.5891038929575582,1.6522944125793242,0.0132397903926196,0.0005458714962502,0.0945858291800744,429.1290290668781,429.57628482896064,0.0682626966021055,0.0504096755454827,1.2599203570157436,0.910428154360686,0.0072731034509378,0.0007657598159551,0.093320183085845,292.3571397323429,292.74726044775866,0.0595011658573781,0.0425497747859529,0.2773261164663114,1.2454283889944096,0.0088404392482626,0.0004246888201484,0.045894938341793,548.1225769507874,548.439879709247
81,81,2020-01-04 09:00:00,38.77,69.42893,38.4,70.09791,47.13,57.113506,2020,1,4,9,6,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,1.179525e-05,0.04513649,0.000110089,0.00052685454,0.00053078623,0.04513649,0.00039055385,0.0006670869,0.000110089,1.179525e-05,1.0,1.0875810646120752,1,2,1,10,4.0,15.0,15.0,12.0,120102.0,3452.3021270072936,99688.22417287511,0.0184698793261001,0.0153258843056391,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715323082738905,134.18733723958334,134.4604554020334,0.007329271077095,0.0044039768353756,0.8688920091673022,0.090680099196875,0.0016697542710943,0.0003174059451608,0.0163470026099549,118.30271288001,118.43617356270283,0.0824420466248838,0.0593768635954681,0.6439084502832587,1.569715190936886,0.0152661577670169,0.0006451231250746,0.1079232876005983,411.02417029464544,411.5447477765259,0.0804996840666209,0.0584333841854644,1.3682355300172482,0.9547928936506456,0.0085372911631319,0.0009049896305419,0.1095665692325036,310.03402443298984,310.4938543328836,0.0709867141888646,0.0464148178442509,0.3010657297207138,1.180913570599334,0.0104851720031385,0.0005019058177839,0.0518173521425974,511.8145754665056,512.1903548820846
