TMC,DATE,HOUR,ROAD,DIRECTION,STATE,COUNTY,start_latitude,start_longitude,end_latitude,end_longitude,TMC_LENGTH,road_order,f_system,thrulanes,aadt,AADT Single Unit,aadt_combinations,TT_ALL_vehs,TT_PASS,TT_TRUCK,SPEED_ALL_vehs,SPEED_PASS,SPEED_TRUCK,PCT_NOISE_AUTO,PCT_NOISE_MEDIUM,PCT_NOISE_HEAVY,PCT_NOISE_BUS,PCT_NOISE_MC
129+04132,1/1/2020,10,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,38.82,38.61,42.09,69.33951,69.716644,69.33951,0.044302166,0.001044261,0.002004375,0.000157319,2.30E-05
129+04132,1/1/2020,11,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,36.79,36.79,,73.16552,73.16552,73.16552,0.046681285,0.001210987,0.002072842,0.000160977,1.93E-05
129+04132,1/1/2020,12,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,37.49,37.37,41.42,71.7994,72.02996,71.7994,0.05285904,0.001203148,0.002016396,0.000125437,2.51E-05
129+04132,1/1/2020,13,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,37.77,37.77,42.06,71.267136,71.267136,71.267136,0.06157167,0.00114461,0.001720574,0.000159409,2.87E-05
129+04132,1/1/2020,14,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,38.99,38.94,41.41,69.03718,69.125824,69.03718,0.06834734,0.000858196,0.00122144,0.000113416,2.93E-05
129+04132,1/1/2020,15,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,37.7,37.66,46.41,71.39946,71.475296,71.39946,0.06618774,0.000630842,0.00081168,0.000113416,3.29E-05
129+04132,1/1/2020,16,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,38.44,38.44,,70.02496,70.02496,70.02496,0.060695704,0.000452095,0.000567601,0.000136412,3.82E-05
129+04132,1/1/2020,17,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.23,40.23,,66.90926,66.90926,66.90926,0.06065807,0.000328226,0.000366902,0.000150001,2.67E-05
129+04132,1/1/2020,18,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,39.34,39.34,,68.422966,68.422966,68.422966,0.06287307,0.00031516,0.000331885,0.000159932,2.20E-05
129+04132,1/1/2020,19,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,38.49,38.39,45.62,69.934,70.116165,69.934,0.05450331,0.00029164,0.000313592,9.72E-05,1.41E-05
129+04132,1/1/2020,20,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,39.15,39.15,,68.755035,68.755035,68.755035,0.04231713,0.000217946,0.000274916,8.31E-05,4.70E-06
129+04132,1/1/2020,21,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.27,39.88,43.42,66.842804,67.49648,66.842804,0.034278724,0.000136935,0.00026394,6.90E-05,5.23E-06
129+04132,1/1/2020,22,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,39.63,39.63,,67.92227,67.92227,67.92227,0.030511443,0.000164113,0.000306797,7.68E-05,6.79E-06
129+04132,1/1/2020,23,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,38.51,37.88,42.39,69.89768,71.06018,69.89768,0.021648291,0.000123346,0.000319341,5.07E-05,4.18E-06
129+04132,1/2/2020,0,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.22,41,46.82,65.30227,65.65267,65.30227,0.010639649,0.000108189,0.000256623,2.93E-05,6.79E-06
129+04132,1/2/2020,1,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,43.25,40.62,45.75,62.237217,66.26685,62.237217,0.00610302,0.000191814,0.000332407,1.36E-05,2.09E-06
129+04132,1/2/2020,2,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.03,40.65,40.48,65.60467,66.21795,65.60467,0.004029133,0.000290072,0.000406101,2.40E-05,4.18E-06
129+04132,1/2/2020,3,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.21,40.31,39.58,66.94254,66.776474,66.94254,0.003742196,0.000231535,0.000430144,4.23E-05,3.66E-06
129+04132,1/2/2020,4,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,39.93,38.53,41.63,67.411964,69.8614,67.411964,0.007299896,0.000307843,0.000738509,4.13E-05,6.79E-06
129+04132,1/2/2020,5,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.29,40.3,41.07,66.80962,66.793045,66.80962,0.020846019,0.000437983,0.001060986,7.94E-05,1.05E-05
129+04132,1/2/2020,6,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,42.02,42.12,41,64.05901,63.90692,64.05901,0.040456485,0.000642341,0.001263253,0.000146866,1.83E-05
129+04132,1/2/2020,7,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.21,41.11,44.45,65.318115,65.477005,65.318115,0.06287307,0.000624048,0.001323358,0.000158887,2.77E-05
129+04132,1/2/2020,8,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.69,40.44,43.95,66.152855,66.56181,66.152855,0.055597745,0.000635546,0.001421616,0.00014582,5.07E-05
129+04132,1/2/2020,9,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.07,40.14,42.02,67.17643,67.05928,67.17643,0.0440607,0.000881193,0.001716393,0.000139548,1.83E-05
129+04132,1/2/2020,10,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.77,40.61,42.8,66.02305,66.28317,66.02305,0.044302166,0.001044261,0.002004375,0.000157319,2.30E-05
129+04132,1/2/2020,11,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.28,41.18,44.35,65.20735,65.3657,65.20735,0.046681285,0.001210987,0.002072842,0.000160977,1.93E-05
129+04132,1/2/2020,12,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.1,41.04,42.11,65.492935,65.588684,65.492935,0.05285904,0.001203148,0.002016396,0.000125437,2.51E-05
129+04132,1/2/2020,13,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.01,40.86,43.44,65.636665,65.877625,65.636665,0.06157167,0.00114461,0.001720574,0.000159409,2.87E-05
129+04132,1/2/2020,14,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,43.83,43.71,48.29,61.413635,61.582237,61.413635,0.06834734,0.000858196,0.00122144,0.000113416,2.93E-05
129+04132,1/2/2020,15,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,79.18,78.63,90.65,33.99545,34.23324,33.99545,0.06618774,0.000630842,0.00081168,0.000113416,3.29E-05
129+04132,1/2/2020,16,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,136.78,137.01,144.11,19.679482,19.646446,19.679482,0.060695704,0.000452095,0.000567601,0.000136412,3.82E-05
129+04132,1/2/2020,17,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,125.79,125.44,130.8,21.398836,21.458542,21.398836,0.06065807,0.000328226,0.000366902,0.000150001,2.67E-05
129+04132,1/2/2020,18,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,66.63,66.63,99.69,40.398613,40.398613,40.398613,0.06287307,0.00031516,0.000331885,0.000159932,2.20E-05
129+04132,1/2/2020,19,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.26,40.29,42.62,66.859406,66.80962,66.859406,0.05450331,0.00029164,0.000313592,9.72E-05,1.41E-05
129+04132,1/2/2020,20,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,39.16,38.93,44.14,68.73748,69.14358,68.73748,0.04231713,0.000217946,0.000274916,8.31E-05,4.70E-06
129+04132,1/2/2020,21,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,38.38,38.33,41.41,70.13444,70.22592,70.13444,0.034278724,0.000136935,0.00026394,6.90E-05,5.23E-06
129+04132,1/2/2020,22,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,39.88,39.03,42.82,67.49648,68.96642,67.49648,0.030511443,0.000164113,0.000306797,7.68E-05,6.79E-06
129+04132,1/2/2020,23,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.03,39.47,41.75,67.24356,68.19761,67.24356,0.021648291,0.000123346,0.000319341,5.07E-05,4.18E-06
129+04132,1/3/2020,0,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.21,40.96,43.07,65.318115,65.71679,65.318115,0.010639649,0.000108189,0.000256623,2.93E-05,6.79E-06
129+04132,1/3/2020,1,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.15,41.22,41.92,65.41335,65.30227,65.41335,0.00610302,0.000191814,0.000332407,1.36E-05,2.09E-06
129+04132,1/3/2020,2,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.53,40.44,41.32,66.414,66.56181,66.414,0.004029133,0.000290072,0.000406101,2.40E-05,4.18E-06
129+04132,1/3/2020,3,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,42.58,41.79,44.08,63.216526,64.411575,63.216526,0.003742196,0.000231535,0.000430144,4.23E-05,3.66E-06
129+04132,1/3/2020,4,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.04,40.93,42.62,65.588684,65.76495,65.588684,0.007299896,0.000307843,0.000738509,4.13E-05,6.79E-06
129+04132,1/3/2020,5,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.75,40.56,40.83,66.05545,66.36488,66.05545,0.020846019,0.000437983,0.001060986,7.94E-05,1.05E-05
129+04132,1/3/2020,6,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.58,41.53,43.8,64.736885,64.81482,64.736885,0.040456485,0.000642341,0.001263253,0.000146866,1.83E-05
129+04132,1/3/2020,7,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.57,40.57,42.3,66.348526,66.348526,66.348526,0.06287307,0.000624048,0.001323358,0.000158887,2.77E-05
129+04132,1/3/2020,8,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.9,40.64,45.67,65.813194,66.234245,65.813194,0.055597745,0.000635546,0.001421616,0.00014582,5.07E-05
129+04132,1/3/2020,9,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.75,40.65,44.43,66.05545,66.21795,66.05545,0.0440607,0.000881193,0.001716393,0.000139548,1.83E-05
129+04132,1/3/2020,10,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,42.16,42.1,43.1,63.84629,63.937283,63.84629,0.044302166,0.001044261,0.002004375,0.000157319,2.30E-05
129+04132,1/3/2020,11,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.45,40.25,42.37,66.54536,66.876015,66.54536,0.046681285,0.001210987,0.002072842,0.000160977,1.93E-05
129+04132,1/3/2020,12,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.88,40.83,42.5,65.84539,65.926025,65.84539,0.05285904,0.001203148,0.002016396,0.000125437,2.51E-05
129+04132,1/3/2020,13,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.76,40.71,44.91,66.039246,66.12035,66.039246,0.06157167,0.00114461,0.001720574,0.000159409,2.87E-05
129+04132,1/3/2020,14,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,58.57,58.41,53.63,45.957993,46.08388,45.957993,0.06834734,0.000858196,0.00122144,0.000113416,2.93E-05
129+04132,1/3/2020,15,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,78.41,78.41,86.83,34.32929,34.32929,34.32929,0.06618774,0.000630842,0.00081168,0.000113416,3.29E-05
129+04132,1/3/2020,16,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,105.73,105.73,99.25,25.458807,25.458807,25.458807,0.060695704,0.000452095,0.000567601,0.000136412,3.82E-05
129+04132,1/3/2020,17,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,96.11,96.11,107.67,28.00707,28.00707,28.00707,0.06065807,0.000328226,0.000366902,0.000150001,2.67E-05
129+04132,1/3/2020,18,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,43.63,43.63,43.42,61.695156,61.695156,61.695156,0.06287307,0.00031516,0.000331885,0.000159932,2.20E-05
129+04132,1/3/2020,19,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,39.46,39.46,42.73,68.21489,68.21489,68.21489,0.05450331,0.00029164,0.000313592,9.72E-05,1.41E-05
129+04132,1/3/2020,20,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,39.07,38.93,46.82,68.89582,69.14358,68.89582,0.04231713,0.000217946,0.000274916,8.31E-05,4.70E-06
129+04132,1/3/2020,21,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,39.15,39.15,,68.755035,68.755035,68.755035,0.034278724,0.000136935,0.00026394,6.90E-05,5.23E-06
129+04132,1/3/2020,22,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,38.26,38.09,41.84,70.35441,70.6684,70.35441,0.030511443,0.000164113,0.000306797,7.68E-05,6.79E-06
129+04132,1/3/2020,23,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,38.09,38.04,40.78,70.6684,70.76129,70.6684,0.021648291,0.000123346,0.000319341,5.07E-05,4.18E-06
129+04132,1/4/2020,0,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,39.24,38.46,41.5,68.597336,69.98855,68.597336,0.022877542,0.000142854,0.000195277,4.59E-05,1.44E-05
129+04132,1/4/2020,1,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,39.94,39.67,42.73,67.39508,67.85378,67.39508,0.017285284,0.000155959,0.000213625,2.88E-05,1.31E-05
129+04132,1/4/2020,2,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,40.59,40.99,41.21,66.315834,65.66869,66.315834,0.013430858,0.000231973,0.00020183,3.01E-05,9.17E-06
129+04132,1/4/2020,3,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,39.87,39.25,41.24,67.513405,68.579865,67.513405,0.008685236,0.000187413,0.000207072,3.67E-05,2.62E-06
129+04132,1/4/2020,4,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,40.78,40.87,41.41,66.00686,65.8615,66.00686,0.007419212,0.000124505,0.000318472,2.36E-05,2.62E-06
129+04132,1/4/2020,5,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,39.33,38.49,42.32,68.44037,69.934,68.44037,0.012972154,0.000159891,0.000450841,6.68E-05,3.93E-06
129+04132,1/4/2020,6,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,40.86,40.75,45.62,65.877625,66.05545,65.877625,0.0221541,0.000347305,0.000520302,0.000125816,7.86E-06
129+04132,1/4/2020,7,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,39.64,39.5,41.01,67.905136,68.14581,67.905136,0.033064708,0.000398417,0.000574036,9.83E-05,1.18E-05
129+04132,1/4/2020,8,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,38.77,38.72,40.78,69.42893,69.518585,69.42893,0.038022645,0.000374827,0.000652671,8.91E-05,1.70E-05
129+04132,1/4/2020,9,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,38.77,38.4,47.13,69.42893,70.09791,69.42893,0.04513649,0.000390554,0.000667087,0.000110089,1.18E-05
129+04132,1/4/2020,10,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,39.55,39.5,40.93,68.05966,68.14581,68.05966,0.0571493,0.000380069,0.000648739,0.000120574,1.70E-05
129+04132,1/4/2020,11,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,40.12,39.93,42.26,67.09271,67.411964,67.09271,0.064326055,0.000412834,0.000613353,0.000107468,1.57E-05
129+04132,1/4/2020,12,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,41.76,41.76,42.73,64.45785,64.45785,64.45785,0.0683312,0.00044953,0.000556998,9.70E-05,2.10E-05
129+04132,1/4/2020,13,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,43.72,43.72,45.38,61.568153,61.568153,61.568153,0.071502805,0.000407591,0.000456083,0.000110089,1.57E-05
129+04132,1/4/2020,14,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,42.26,42.21,42.73,63.69521,63.77066,63.69521,0.072567,0.000349926,0.000377448,9.96E-05,2.23E-05
129+04132,1/4/2020,15,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,42.05,41.99,44.64,64.013306,64.104774,64.013306,0.07282125,0.00029095,0.000263427,0.000124505,1.57E-05
129+04132,1/4/2020,16,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,43.79,43.79,46.72,61.469734,61.469734,61.469734,0.068304986,0.000243769,0.000287018,0.000120574,1.83E-05
129+04132,1/4/2020,17,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,43.67,43.69,46.02,61.638645,61.610428,61.638645,0.062079713,0.000150717,0.000231973,0.000120574,1.18E-05
129+04132,1/4/2020,18,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,42.27,42.16,44.41,63.68014,63.84629,63.68014,0.051408943,0.000182171,0.000174308,0.000103536,1.05E-05
129+04132,1/4/2020,19,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,40.84,40.66,46.29,65.90988,66.20166,65.90988,0.047154788,0.000145475,0.00017955,0.0001114,1.31E-05
129+04132,1/4/2020,20,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,40.1,39.84,42.73,67.126175,67.56425,67.126175,0.038463,0.000116642,0.00020183,7.21E-05,1.83E-05
129+04132,1/4/2020,21,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,39.42,39.14,46.59,68.28411,68.7726,68.28411,0.0329651,0.000102226,0.000161202,6.16E-05,1.97E-05
129+04132,1/4/2020,22,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,40.24,39.94,43.29,66.89263,67.39508,66.89263,0.030516934,9.70E-05,0.000165134,6.68E-05,6.55E-06
129+04132,1/4/2020,23,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,39.85,39.25,43.14,67.547295,68.579865,67.547295,0.024476456,0.000142854,0.000233284,6.55E-05,1.05E-05
129+04132,1/5/2020,0,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,37.25,36.37,43.42,72.262,74.01044,72.262,0.022877542,0.000142854,0.000195277,4.59E-05,1.44E-05
129+04132,1/5/2020,1,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,40.01,39.11,47.22,67.27717,68.825356,67.27717,0.017285284,0.000155959,0.000213625,2.88E-05,1.31E-05
129+04132,1/5/2020,2,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,42.42,42.42,,63.454964,63.454964,63.454964,0.013430858,0.000231973,0.00020183,3.01E-05,9.17E-06
129+04132,1/5/2020,3,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,43.14,43.19,41.85,62.395912,62.323677,62.395912,0.008685236,0.000187413,0.000207072,3.67E-05,2.62E-06
129+04132,1/5/2020,4,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,42.98,43.14,43.48,62.62819,62.395912,62.62819,0.007419212,0.000124505,0.000318472,2.36E-05,2.62E-06
129+04132,1/5/2020,5,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,43.42,42.71,46.5,61.99354,63.024105,61.99354,0.012972154,0.000159891,0.000450841,6.68E-05,3.93E-06
129+04132,1/5/2020,6,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,39.82,39.42,43.42,67.59818,68.28411,67.59818,0.0221541,0.000347305,0.000520302,0.000125816,7.86E-06
129+04132,1/5/2020,7,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,37.03,36.93,42.73,72.69132,72.88815,72.69132,0.033064708,0.000398417,0.000574036,9.83E-05,1.18E-05
129+04132,1/5/2020,8,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,99688.22417,4803,6097,38.79,38.79,,69.393135,69.393135,69.393135,0.038022645,0.000374827,0.000652671,8.91E-05,1.70E-05
